year,gender,hs.type,hs.location,hs.score,math,history,science,spanish,toeic
2008,male,private,capital_city,723,688,744,0,583,567
2005,female,public,capital_city,661,713,0,615,601,513
2008,female,private,capital_city,744,716,604,651,603,513
2005,male,private,capital_city,702,713,757,649,607,575
2005,male,semiprivate,capital_city,641,618,684,0,629,513
2005,male,public,capital_city,517,761,684,0,629,513
2006,female,public,capital_city,702,675,768,0,631,513
2006,male,semiprivate,capital_city,661,722,682,659,638,513
2008,male,private,capital_city,702,682,613,0,645,513
2006,male,semiprivate,other_region,785,670,674,0,650,513
2007,female,private,other_region,702,738,0,655,655,513
2008,male,semiprivate,capital_city,661,701,627,565,657,513
2008,female,private,capital_city,702,724,0,734,663,513
2010,male,private,capital_city,620,793,670,689,674,513
2007,female,private,other_region,682,738,670,579,691,513
2007,male,private,other_region,702,750,0,624,691,513
2007,male,private,capital_city,620,701,789,0,695,513
2009,male,private,capital_city,620,776,757,0,695,513
2010,male,private,other_region,620,701,819,628,700,513
2010,male,private,capital_city,764,812,744,0,710,513
2007,female,private,capital_city,723,701,701,0,721,513
2008,male,semiprivate,other_region,785,671,659,655,726,513
2008,male,semiprivate,capital_city,744,695,754,647,736,513
2007,female,private,capital_city,723,666,657,767,737,513
2006,male,private,other_region,682,756,645,786,743,513
2006,female,semiprivate,capital_city,785,645,690,0,614,533
2006,male,private,capital_city,702,722,697,574,619,510
2009,female,private,other_region,723,664,664,0,620,510
2007,male,private,capital_city,661,724,669,0,638,510
2010,male,private,capital_city,682,756,717,0,639,510
2007,male,private,capital_city,641,763,684,0,641,510
2005,female,private,capital_city,682,725,0,645,642,510
2006,female,semiprivate,other_region,805,684,0,570,645,510
2010,male,semiprivate,other_region,620,737,0,638,645,510
2007,male,private,capital_city,620,785,692,562,655,510
2005,male,semiprivate,other_region,764,713,0,637,658,510
2006,male,private,capital_city,723,714,690,615,671,523
2006,male,private,capital_city,702,777,809,0,688,510
2007,male,private,capital_city,702,719,714,0,691,510
2009,female,private,capital_city,764,701,562,0,695,510
2006,female,private,capital_city,744,707,0,671,703,510
2005,male,semiprivate,capital_city,764,680,0,661,712,510
2006,female,private,other_region,702,680,745,0,732,510
2006,female,semiprivate,capital_city,785,702,620,0,732,510
2006,female,public,capital_city,723,707,600,769,743,510
2010,female,private,other_region,723,682,0,727,768,510
2009,male,private,capital_city,744,694,717,716,793,510
2005,female,semiprivate,capital_city,702,695,836,595,797,510
2005,female,private,capital_city,682,739,696,0,559,508
2010,male,private,capital_city,620,774,735,649,626,507
2005,male,semiprivate,other_region,702,739,606,665,628,605
2006,female,private,other_region,744,690,631,0,631,507
2006,male,semiprivate,capital_city,682,740,0,708,631,507
2010,male,private,capital_city,661,812,600,600,633,507
2006,male,private,capital_city,538,813,631,615,638,537
2005,female,semiprivate,capital_city,661,725,0,707,642,507
2009,male,public,capital_city,744,724,0,657,644,507
2006,female,private,capital_city,702,740,631,667,645,507
2005,female,private,other_region,702,702,635,553,650,507
2006,male,private,capital_city,682,666,778,0,657,507
2008,female,semiprivate,other_region,702,761,664,524,660,507
2006,male,private,other_region,744,728,0,558,661,507
2007,female,private,capital_city,723,728,634,598,661,507
2005,female,public,capital_city,519,822,724,0,667,507
2008,female,private,capital_city,723,695,769,0,681,507
2010,male,private,capital_city,682,737,708,569,682,507
2008,male,public,capital_city,641,828,782,0,696,507
2006,male,semiprivate,capital_city,599,793,717,0,700,507
2006,male,public,capital_city,620,850,705,671,722,507
2009,male,private,capital_city,661,763,701,630,723,507
2007,female,private,capital_city,641,738,684,0,737,507
2010,male,public,capital_city,641,756,0,708,754,507
2005,female,semiprivate,capital_city,785,725,624,682,759,507
2006,female,public,capital_city,661,759,0,675,792,507
2010,male,public,capital_city,661,774,727,807,801,507
2006,female,private,capital_city,682,702,0,648,580,503
2010,male,private,capital_city,641,831,0,603,582,503
2010,male,private,capital_city,682,756,0,689,597,503
2010,male,private,capital_city,661,793,0,660,597,503
2007,male,private,capital_city,764,688,0,692,608,503
2008,male,private,capital_city,744,716,705,0,641,503
2005,male,private,capital_city,661,702,713,0,642,503
2006,female,private,other_region,744,680,669,0,645,503
2006,female,private,capital_city,744,695,0,680,657,503
2009,male,private,capital_city,682,724,0,680,657,503
2006,male,public,capital_city,641,777,649,605,664,503
2006,male,public,capital_city,517,759,638,703,671,503
2010,female,private,capital_city,682,831,757,0,674,503
2009,female,private,capital_city,744,701,804,0,678,503
2009,male,private,capital_city,641,800,658,613,678,503
2009,male,private,capital_city,702,724,681,0,686,503
2009,female,semiprivate,capital_city,702,735,548,606,686,503
2009,female,public,capital_city,641,708,0,699,695,503
2007,male,private,other_region,661,728,791,0,707,503
2010,female,private,capital_city,764,688,630,689,710,503
2006,female,private,capital_city,702,645,722,561,712,503
2008,male,semiprivate,capital_city,641,716,653,679,716,503
2006,female,semiprivate,other_region,764,649,713,0,722,503
2005,female,semiprivate,capital_city,599,677,669,0,735,503
2008,male,private,capital_city,702,739,0,633,736,503
2010,male,semiprivate,other_region,723,756,819,0,743,503
2009,male,public,capital_city,682,724,669,685,761,503
2010,female,private,capital_city,764,774,0,727,784,503
2007,male,private,capital_city,661,735,688,0,803,503
2005,male,private,capital_city,682,686,681,0,683,501
2009,male,private,capital_city,702,748,603,749,605,500
2007,male,private,other_region,702,728,0,686,607,500
2005,female,private,capital_city,723,694,660,571,620,533
2010,male,private,capital_city,764,737,701,0,645,500
2008,male,private,capital_city,620,828,678,714,648,500
2009,male,private,capital_city,682,763,0,652,650,500
2008,male,private,capital_city,682,727,724,0,653,500
2010,female,private,other_region,661,774,694,0,667,500
2010,female,private,other_region,744,756,531,652,674,500
2006,female,private,capital_city,723,680,778,634,695,500
2010,female,public,capital_city,641,774,626,668,700,500
2009,male,private,capital_city,744,708,745,0,704,500
2010,female,semiprivate,capital_city,764,664,591,757,710,500
2010,male,private,other_region,599,812,682,592,710,500
2009,male,public,capital_city,744,724,717,0,713,500
2008,male,private,capital_city,641,806,0,697,716,500
2008,male,private,other_region,702,806,684,0,726,500
2007,male,public,capital_city,538,806,735,663,727,500
2010,male,public,other_region,661,812,677,0,732,500
2008,female,private,other_region,641,806,648,507,747,500
2007,male,semiprivate,capital_city,661,719,684,606,757,500
2007,male,semiprivate,other_region,764,677,796,0,760,500
2009,female,private,capital_city,764,825,658,694,784,500
2007,female,semiprivate,other_region,744,692,746,587,803,500
2006,female,semiprivate,capital_city,682,722,0,574,591,497
2006,male,private,other_region,723,707,705,0,602,497
2006,male,semiprivate,capital_city,682,666,563,648,607,497
2006,male,private,other_region,764,664,630,0,620,497
2006,male,private,capital_city,620,813,573,0,626,497
2009,female,private,capital_city,702,774,655,0,633,497
2007,male,private,other_region,723,705,714,0,641,497
2006,female,private,capital_city,785,707,0,640,645,497
2007,female,private,capital_city,723,761,684,0,648,497
2005,female,private,capital_city,682,650,635,0,658,497
2008,female,private,capital_city,785,828,623,760,660,497
2007,female,private,capital_city,702,713,651,0,661,497
2007,male,private,other_region,620,724,745,620,663,497
2006,male,public,capital_city,579,832,682,708,664,497
2006,female,semiprivate,other_region,784,590,697,0,671,497
2010,male,private,other_region,682,694,701,0,682,497
2005,male,private,capital_city,702,636,612,0,693,497
2009,female,private,capital_city,744,701,0,727,695,497
2010,male,semiprivate,capital_city,744,718,0,652,710,497
2006,male,semiprivate,other_region,723,661,574,637,712,497
2008,female,private,capital_city,702,739,664,548,716,497
2005,female,semiprivate,other_region,764,702,653,612,723,497
2009,male,semiprivate,other_region,702,793,0,672,732,497
2009,female,public,capital_city,723,701,701,716,761,497
2005,female,semiprivate,capital_city,764,650,746,0,770,497
2009,male,semiprivate,capital_city,599,735,735,561,774,497
2005,female,private,capital_city,744,694,681,0,642,495
2008,male,private,capital_city,723,727,691,674,589,493
2006,female,private,capital_city,723,740,609,0,596,493
2006,male,semiprivate,capital_city,682,707,0,590,607,493
2007,male,private,capital_city,682,750,602,0,613,493
2008,male,private,capital_city,661,806,714,0,641,493
2006,female,private,capital_city,785,759,0,623,645,493
2007,female,public,capital_city,661,682,0,637,648,493
2010,male,private,capital_city,517,812,617,0,651,493
2008,female,private,capital_city,661,708,724,0,653,493
2009,male,private,capital_city,641,688,744,0,659,493
2009,male,private,capital_city,723,724,0,634,670,493
2009,male,private,other_region,682,800,647,685,670,493
2007,male,public,capital_city,476,673,622,628,674,493
2008,male,private,other_region,682,695,642,595,674,493
2010,female,semiprivate,capital_city,785,678,727,0,682,493
2008,male,semiprivate,other_region,620,716,648,651,689,493
2010,male,private,capital_city,764,701,660,776,691,493
2007,female,private,capital_city,702,828,651,631,691,493
2006,female,semiprivate,capital_city,764,649,697,0,695,493
2006,male,private,capital_city,744,684,620,0,703,493
2005,male,private,capital_city,702,694,653,657,703,493
2006,male,semiprivate,capital_city,744,682,717,0,710,493
2008,male,private,capital_city,723,688,0,727,710,493
2008,female,semiprivate,other_region,744,718,708,0,710,493
2006,male,private,capital_city,599,702,0,659,712,493
2007,male,semiprivate,capital_city,682,728,0,697,717,520
2006,female,public,other_region,702,684,669,645,732,493
2010,female,private,capital_city,723,831,664,0,743,493
2009,female,semiprivate,capital_city,805,735,674,649,747,493
2009,female,private,capital_city,764,724,598,699,761,493
2005,male,public,capital_city,785,686,724,0,796,493
2008,female,private,capital_city,744,761,628,0,797,493
2006,female,semiprivate,capital_city,702,648,850,0,809,493
2005,male,private,other_region,641,688,684,0,674,492
2005,male,public,capital_city,620,850,501,653,570,490
2007,male,private,capital_city,682,657,664,0,574,490
2007,male,private,capital_city,682,738,646,602,613,490
2005,male,semiprivate,capital_city,723,725,612,657,620,490
2008,male,private,capital_city,661,761,0,692,641,490
2006,male,semiprivate,capital_city,702,675,733,608,688,490
2006,female,semiprivate,capital_city,785,714,0,648,688,490
2005,male,private,capital_city,558,705,677,571,691,490
2010,male,private,capital_city,723,756,0,646,691,490
2005,female,public,other_region,805,667,591,626,693,490
2009,male,semiprivate,capital_city,641,748,0,652,695,490
2006,male,public,capital_city,661,777,568,708,695,490
2008,female,private,other_region,764,702,633,629,696,490
2009,female,private,capital_city,744,701,789,0,704,490
2009,male,private,other_region,764,694,717,0,713,490
2008,male,semiprivate,capital_city,702,682,769,714,716,490
2008,female,private,other_region,702,702,691,572,716,490
2007,male,semiprivate,capital_city,682,728,0,697,717,490
2006,female,semiprivate,capital_city,723,657,768,0,722,490
2008,female,private,capital_city,744,688,623,688,726,490
2006,male,private,other_region,661,777,674,602,732,490
2010,male,private,capital_city,620,831,626,0,732,490
2005,male,private,other_region,599,739,735,0,735,515
2010,female,private,capital_city,702,774,591,0,743,490
2008,male,public,capital_city,661,761,0,667,747,490
2006,male,semiprivate,other_region,744,740,626,724,752,490
2008,female,public,capital_city,723,688,769,0,760,490
2009,male,private,capital_city,764,657,789,0,774,490
2009,male,private,capital_city,661,735,708,0,784,490
2006,female,public,capital_city,620,707,626,0,607,487
2006,female,semiprivate,capital_city,764,670,0,590,614,487
2009,male,private,capital_city,682,763,669,616,631,487
2005,female,private,capital_city,744,725,501,0,635,487
2007,male,private,capital_city,599,750,613,0,648,487
2006,male,private,capital_city,661,813,788,648,650,487
2006,male,private,capital_city,620,722,697,582,657,487
2009,male,private,capital_city,661,800,701,0,663,487
2006,male,private,capital_city,599,777,768,0,671,487
2007,male,public,capital_city,682,719,0,756,675,487
2009,female,public,capital_city,702,724,735,0,678,487
2009,male,public,capital_city,641,763,757,0,678,487
2006,male,private,capital_city,702,738,657,0,683,487
2007,female,private,capital_city,682,750,0,647,683,487
2009,male,private,capital_city,599,800,637,0,695,487
2009,female,private,capital_city,744,735,0,603,713,487
2008,male,private,other_region,702,739,671,598,716,487
2009,female,private,other_region,702,708,0,716,723,487
2007,female,private,capital_city,702,719,724,0,727,487
2009,female,private,capital_city,641,800,0,620,735,487
2006,female,public,capital_city,682,707,778,0,752,487
2010,male,semiprivate,other_region,785,718,819,668,754,487
2010,male,private,other_region,661,756,717,0,754,487
2009,male,public,other_region,682,825,757,652,784,487
2005,male,private,capital_city,764,680,746,0,642,484
2005,male,private,capital_city,558,759,649,582,580,483
2010,male,private,capital_city,661,774,660,0,603,483
2006,male,semiprivate,capital_city,682,707,0,586,614,483
2010,female,private,capital_city,682,774,649,0,614,483
2006,female,private,capital_city,785,722,644,760,626,483
2010,male,private,capital_city,661,774,677,646,626,483
2009,male,private,capital_city,682,682,694,600,633,483
2006,male,public,capital_city,682,652,690,586,645,483
2005,female,private,capital_city,723,694,635,571,650,483
2005,male,semiprivate,capital_city,599,725,746,588,658,483
2007,male,private,capital_city,661,682,670,0,659,483
2007,male,private,capital_city,764,675,0,677,668,483
2010,male,private,capital_city,620,793,578,0,674,483
2007,male,private,capital_city,682,719,663,591,683,483
2009,female,semiprivate,capital_city,723,657,708,645,686,483
2006,male,private,capital_city,764,714,745,0,695,483
2006,female,private,capital_city,723,690,757,615,703,483
2009,female,public,capital_city,661,715,663,664,704,483
2008,female,private,capital_city,764,661,734,0,706,483
2008,female,private,capital_city,744,806,714,0,706,483
2010,male,private,capital_city,682,774,694,0,710,483
2009,male,semiprivate,capital_city,702,682,674,573,713,483
2010,male,private,other_region,723,701,677,699,721,483
2009,female,semiprivate,other_region,682,735,694,0,723,483
2006,male,private,capital_city,620,722,722,526,732,483
2007,male,private,capital_city,641,735,0,649,735,483
2006,female,public,capital_city,702,702,682,0,743,483
2005,female,public,capital_city,641,636,0,674,746,483
2005,male,public,capital_city,579,850,782,0,746,483
2008,male,semiprivate,other_region,682,800,669,0,761,483
2007,female,private,capital_city,785,785,657,738,771,483
2007,female,semiprivate,other_region,744,763,0,639,779,483
2006,male,public,capital_city,599,740,0,697,585,480
2005,female,private,capital_city,682,664,608,0,587,480
2006,male,semiprivate,other_region,744,756,613,603,603,480
2005,female,private,capital_city,702,694,0,692,628,480
2006,female,private,capital_city,702,722,705,0,631,480
2010,male,semiprivate,capital_city,764,706,0,677,639,480
2010,male,private,capital_city,723,756,636,657,639,480
2010,male,private,capital_city,641,694,708,0,645,480
2006,female,semiprivate,other_region,744,695,589,590,645,480
2006,male,semiprivate,capital_city,723,702,690,684,645,480
2006,female,semiprivate,capital_city,785,684,0,640,650,480
2005,male,public,capital_city,579,725,0,745,650,480
2005,male,public,capital_city,620,822,640,0,650,480
2007,male,semiprivate,capital_city,702,661,782,0,653,480
2008,male,semiprivate,capital_city,682,702,633,0,667,480
2010,female,private,capital_city,744,737,626,689,674,480
2008,female,private,other_region,744,702,691,667,681,480
2005,male,private,capital_city,579,667,770,0,683,480
2005,female,public,capital_city,744,725,0,678,683,480
2006,male,private,capital_city,682,645,669,713,688,480
2010,male,public,capital_city,579,756,617,581,691,480
2010,female,private,capital_city,723,756,772,0,691,480
2009,male,private,capital_city,661,748,701,0,695,480
2010,male,semiprivate,capital_city,682,737,757,0,700,480
2006,female,semiprivate,capital_city,723,657,757,0,722,480
2009,male,private,capital_city,641,748,835,680,723,480
2005,male,private,capital_city,682,667,713,0,759,480
2008,female,private,capital_city,723,694,745,0,761,480
2005,male,semiprivate,capital_city,599,702,793,0,770,480
2009,male,public,capital_city,620,763,608,727,774,480
2008,male,private,capital_city,682,739,782,0,827,480
2005,male,private,capital_city,682,680,713,701,658,478
2005,female,private,other_region,661,673,635,571,614,477
2006,male,private,capital_city,702,695,733,0,614,477
2009,male,private,other_region,661,715,669,606,620,477
2009,male,semiprivate,capital_city,641,735,0,634,626,477
2007,female,private,capital_city,620,738,0,620,636,477
2006,female,private,capital_city,702,702,0,659,650,477
2007,female,private,capital_city,723,681,0,738,655,477
2006,female,public,capital_city,661,684,0,634,657,477
2008,female,private,other_region,702,695,0,626,660,477
2005,female,public,capital_city,682,694,726,0,663,477
2009,female,public,capital_city,682,694,726,0,663,477
2006,female,private,other_region,702,660,660,0,667,477
2007,male,private,capital_city,702,728,746,686,668,477
2010,male,private,capital_city,723,756,670,0,674,477
2005,male,semiprivate,capital_city,641,686,0,634,683,477
2007,male,private,capital_city,723,713,607,579,683,477
2007,female,private,capital_city,744,738,706,0,683,477
2009,male,public,capital_city,682,708,773,0,686,477
2008,female,public,capital_city,744,716,659,670,689,477
2010,female,public,capital_city,558,756,574,638,691,477
2008,male,private,capital_city,620,702,754,644,696,477
2008,male,public,capital_city,661,727,684,743,696,477
2007,female,semiprivate,capital_city,723,713,670,0,707,477
2010,male,private,capital_city,682,812,772,660,743,477
2009,male,private,capital_city,764,825,726,766,793,477
2005,male,private,other_region,723,850,782,0,804,474
2006,male,private,other_region,702,661,714,0,593,473
2008,female,semiprivate,capital_city,723,727,0,626,598,473
2010,male,private,capital_city,723,831,582,0,614,473
2005,male,private,capital_city,702,739,552,645,620,473
2005,female,private,capital_city,744,682,637,0,631,473
2007,male,private,capital_city,723,719,562,609,648,473
2005,male,public,capital_city,661,713,0,701,650,473
2010,male,private,capital_city,620,737,0,721,651,473
2007,female,semiprivate,capital_city,744,636,692,0,655,473
2007,male,private,capital_city,579,738,756,655,655,473
2006,male,semiprivate,capital_city,744,714,563,648,657,473
2006,female,public,capital_city,682,702,674,724,679,473
2010,female,private,other_region,744,688,772,0,691,473
2010,male,private,capital_city,682,774,608,611,700,473
2010,male,private,capital_city,661,737,682,0,710,473
2006,male,private,capital_city,764,690,656,688,712,473
2009,male,semiprivate,capital_city,702,735,757,0,723,473
2010,male,public,capital_city,641,793,636,672,732,473
2009,male,public,capital_city,599,737,757,589,768,473
2008,female,public,capital_city,682,708,678,584,774,473
2009,female,public,capital_city,702,715,642,672,774,473
2005,female,private,capital_city,702,690,0,570,542,470
2006,male,private,capital_city,661,690,0,615,580,470
2008,female,private,other_region,785,671,714,0,603,470
2005,female,public,capital_city,682,686,653,0,607,470
2005,male,private,capital_city,641,739,0,678,607,470
2007,male,public,capital_city,558,806,699,703,613,470
2009,male,private,capital_city,744,677,0,664,631,470
2006,male,private,capital_city,641,708,642,0,638,470
2006,male,semiprivate,capital_city,682,759,0,675,638,470
2009,male,private,capital_city,641,800,0,645,650,470
2010,male,private,capital_city,723,718,694,631,659,470
2006,male,semiprivate,capital_city,558,740,0,659,664,470
2005,female,public,capital_city,682,713,612,0,667,470
2008,male,public,capital_city,661,727,714,743,667,470
2007,female,private,capital_city,785,737,0,603,667,470
2005,female,public,capital_city,723,850,574,604,667,470
2006,female,public,capital_city,702,740,615,730,688,470
2008,male,semiprivate,capital_city,641,761,684,697,689,470
2008,female,private,capital_city,764,828,684,721,696,470
2010,female,private,other_region,723,737,689,573,700,470
2010,female,public,capital_city,702,774,834,684,700,470
2008,male,private,capital_city,702,708,0,714,706,470
2007,female,private,other_region,744,713,0,624,707,470
2007,male,public,capital_city,723,705,651,686,717,470
2008,female,public,capital_city,682,806,724,0,726,470
2006,male,private,capital_city,620,740,799,578,732,470
2008,male,private,capital_city,702,776,819,0,735,470
2007,male,private,capital_city,661,728,670,0,747,470
2010,male,private,capital_city,620,831,660,557,532,467
2008,male,private,capital_city,641,806,595,0,589,467
2007,male,private,capital_city,641,750,0,715,596,467
2006,male,private,other_region,702,707,713,565,607,467
2010,female,private,capital_city,641,737,521,596,633,467
2008,female,semiprivate,capital_city,744,688,642,0,635,547
2010,male,private,capital_city,599,718,717,0,639,467
2010,male,private,capital_city,661,774,788,0,639,467
2006,male,semiprivate,capital_city,641,690,656,659,645,467
2008,male,semiprivate,other_region,785,695,734,0,648,467
2009,female,private,other_region,744,763,652,0,657,467
2006,female,semiprivate,capital_city,702,637,713,594,664,467
2006,female,public,capital_city,661,675,644,557,671,467
2009,female,public,other_region,702,708,757,0,678,467
2006,female,semiprivate,capital_city,744,695,626,0,679,467
2008,male,private,capital_city,661,727,769,0,681,467
2005,female,semiprivate,capital_city,599,694,653,669,683,467
2009,male,semiprivate,other_region,682,763,726,677,686,467
2007,male,private,other_region,682,708,734,0,696,467
2005,male,public,capital_city,599,694,735,608,703,467
2010,male,private,capital_city,723,718,0,699,710,467
2005,female,public,capital_city,723,661,667,649,712,467
2008,male,semiprivate,capital_city,764,761,0,655,726,467
2010,male,public,capital_city,599,812,0,797,754,467
2007,female,private,capital_city,744,806,791,682,779,467
2005,male,public,capital_city,579,795,0,687,518,463
2006,female,private,capital_city,723,661,644,0,591,463
2006,female,semiprivate,capital_city,682,680,0,656,602,463
2009,female,private,other_region,764,708,658,0,615,463
2008,male,private,capital_city,744,727,714,619,618,467
2008,female,semiprivate,capital_city,744,678,0,646,626,463
2010,female,semiprivate,capital_city,744,652,591,617,633,463
2006,male,semiprivate,capital_city,558,740,531,634,638,463
2010,female,private,other_region,723,756,556,625,651,463
2008,female,semiprivate,other_region,744,716,0,647,653,463
2008,female,private,capital_city,744,716,637,0,653,463
2009,male,private,capital_city,702,735,0,716,663,463
2006,male,private,capital_city,682,690,745,0,664,463
2008,male,private,other_region,702,739,782,0,667,463
2005,female,semiprivate,other_region,785,686,724,0,674,463
2006,male,public,capital_city,723,684,0,656,679,463
2007,female,private,capital_city,744,699,651,0,691,463
2010,male,private,capital_city,744,812,0,642,691,463
2008,male,private,capital_city,744,667,769,626,706,463
2009,male,private,capital_city,744,701,717,0,713,463
2009,male,private,capital_city,641,708,701,0,713,463
2009,female,public,capital_city,641,748,623,641,723,463
2008,male,private,capital_city,744,716,608,623,747,463
2009,male,public,capital_city,599,724,789,0,747,463
2007,female,private,other_region,641,763,607,594,747,463
2009,male,public,capital_city,641,800,647,630,761,463
2007,male,public,capital_city,702,623,769,0,774,463
2007,female,private,other_region,744,699,724,0,779,463
2008,female,public,capital_city,702,708,697,735,804,463
2007,male,semiprivate,other_region,764,681,639,668,811,463
2009,male,private,capital_city,620,850,745,710,590,460
2006,female,public,capital_city,723,740,0,648,602,460
2007,male,private,capital_city,538,850,572,449,613,460
2007,female,semiprivate,capital_city,723,738,0,609,618,460
2008,male,private,capital_city,579,806,678,651,618,460
2007,male,private,capital_city,682,705,651,0,629,460
2010,male,public,capital_city,579,774,0,684,633,460
2010,male,private,capital_city,558,850,527,0,633,460
2005,male,semiprivate,capital_city,435,822,667,0,642,460
2009,male,private,capital_city,702,748,735,0,644,460
2008,male,private,capital_city,723,727,659,0,653,460
2005,female,private,capital_city,702,725,0,674,658,460
2009,male,semiprivate,capital_city,764,708,617,680,670,460
2008,male,private,capital_city,785,761,714,697,681,487
2007,male,private,other_region,764,713,657,617,691,460
2007,male,public,capital_city,620,763,0,697,691,460
2005,male,private,other_region,682,702,681,592,693,460
2006,female,public,capital_city,702,675,631,0,703,460
2010,male,private,capital_city,661,756,682,548,710,460
2009,male,semiprivate,capital_city,702,825,623,0,723,460
2010,male,private,capital_city,723,701,0,734,732,460
2006,female,private,capital_city,661,649,674,0,743,460
2010,male,public,capital_city,579,793,788,0,743,460
2005,male,private,capital_city,476,850,660,592,575,457
2006,female,semiprivate,other_region,682,690,594,0,602,457
2009,male,private,capital_city,682,724,647,565,609,457
2006,male,public,other_region,682,684,778,0,614,457
2006,female,private,capital_city,723,759,605,597,614,457
2006,female,private,capital_city,579,719,0,567,624,457
2008,female,private,capital_city,723,716,539,655,641,457
2008,female,private,other_region,744,716,0,592,648,457
2005,male,public,capital_city,558,795,612,649,650,457
2010,female,public,capital_city,661,701,0,677,659,457
2010,male,private,capital_city,661,774,708,0,659,457
2008,female,private,capital_city,744,716,769,0,667,457
2005,female,public,capital_city,702,707,0,675,671,457
2010,male,semiprivate,other_region,723,737,717,646,682,457
2009,female,semiprivate,capital_city,723,688,581,627,695,457
2006,female,semiprivate,capital_city,785,695,745,570,695,457
2007,male,private,capital_city,620,750,699,0,699,457
2005,male,private,capital_city,661,739,681,0,703,457
2009,female,public,capital_city,744,763,726,0,713,457
2005,male,public,capital_city,702,702,689,0,723,457
2008,male,private,capital_city,682,716,782,0,726,457
2007,male,private,capital_city,723,699,735,606,737,457
2006,male,public,capital_city,599,722,778,612,752,457
2007,female,private,capital_city,764,705,779,606,757,457
2006,male,semiprivate,capital_city,702,669,608,0,633,453.3
2010,male,private,other_region,723,737,578,684,572,453
2005,female,semiprivate,other_region,723,694,591,571,575,453
2009,male,semiprivate,capital_city,682,724,613,0,595,453
2009,female,semiprivate,capital_city,682,724,0,634,600,453
2009,female,private,capital_city,764,682,642,0,615,453
2008,male,private,capital_city,744,739,691,0,624,453
2010,male,private,capital_city,682,737,757,0,626,453
2008,female,semiprivate,capital_city,764,695,563,502,629,453
2006,male,private,capital_city,744,702,0,634,638,453
2005,male,semiprivate,capital_city,744,702,0,701,642,453
2006,female,private,capital_city,764,675,620,0,650,453
2005,female,private,capital_city,723,713,519,653,650,453
2007,male,private,capital_city,682,728,699,655,655,453
2006,female,semiprivate,capital_city,764,680,0,619,657,453
2010,female,semiprivate,other_region,764,718,608,638,659,453
2010,male,semiprivate,capital_city,682,737,682,622,659,453
2009,male,public,capital_city,620,763,627,616,663,453
2008,male,private,capital_city,661,761,769,0,667,453
2007,female,public,capital_city,785,671,617,631,668,453
2006,male,public,capital_city,599,777,644,648,671,453
2010,male,semiprivate,capital_city,785,774,613,684,691,453
2005,male,public,capital_city,661,713,689,692,693,453
2008,female,private,capital_city,723,688,782,0,696,453
2010,female,semiprivate,capital_city,661,706,670,0,710,453
2010,male,semiprivate,capital_city,785,774,735,0,710,453
2009,male,semiprivate,capital_city,702,735,0,660,713,453
2007,male,private,capital_city,785,713,0,715,717,453
2009,male,private,other_region,702,701,804,0,735,453
2009,male,semiprivate,other_region,682,708,757,660,735,453
2010,female,private,capital_city,620,737,0,715,743,453
2007,male,public,capital_city,641,739,653,735,774,453
2010,female,semiprivate,other_region,785,737,819,0,792,453
2008,male,public,capital_city,723,727,664,751,797,453
2005,female,public,capital_city,723,713,746,678,804,453
2005,male,private,capital_city,620,724,0,609,595,452
2007,male,private,capital_city,641,806,484,639,510,450
2010,male,private,capital_city,682,774,0,635,562,450
2006,male,public,capital_city,723,740,0,619,564,450
2009,female,semiprivate,capital_city,744,708,0,589,581,450
2010,male,private,capital_city,641,774,701,677,620,450
2010,male,private,capital_city,682,737,744,581,626,450
2005,male,semiprivate,other_region,744,682,633,0,631,450
2009,female,private,other_region,764,735,637,557,631,450
2008,male,private,capital_city,682,640,717,0,651,450
2010,female,private,capital_city,723,737,617,672,651,450
2006,female,semiprivate,other_region,744,759,508,648,657,450
2009,male,private,other_region,682,718,578,0,682,450
2007,male,private,capital_city,682,681,646,0,683,450
2009,female,private,other_region,764,724,0,668,686,450
2008,female,private,other_region,805,661,697,0,689,450
2006,male,public,capital_city,560,714,697,0,703,450
2010,male,public,capital_city,661,678,727,581,710,450
2005,female,private,capital_city,744,656,713,580,712,450
2010,male,semiprivate,capital_city,662,718,0,766,721,450
2010,female,private,capital_city,764,718,0,703,732,450
2008,female,semiprivate,capital_city,764,708,642,670,736,450
2005,female,private,capital_city,661,702,689,0,746,450
2010,male,private,other_region,620,737,819,0,754,450
2008,male,private,capital_city,538,828,0,692,774,450
2007,male,semiprivate,capital_city,785,640,735,672,803,450
2009,male,semiprivate,capital_city,558,748,789,0,812,450
2008,male,public,capital_city,641,761,0,647,440,447
2007,male,private,capital_city,702,719,0,639,571,497
2006,female,semiprivate,capital_city,723,649,644,531,602,447
2005,female,semiprivate,capital_city,661,673,0,661,607,447
2006,female,public,capital_city,702,680,594,656,619,447
2010,female,private,capital_city,723,688,670,573,626,447
2009,male,private,capital_city,641,800,567,0,626,447
2005,female,semiprivate,capital_city,702,713,574,612,628,447
2007,male,private,other_region,723,705,767,0,629,447
2008,female,private,capital_city,723,727,648,0,648,447
2009,female,private,capital_city,682,708,663,0,663,447
2008,female,semiprivate,other_region,764,739,705,0,667,447
2008,female,private,capital_city,641,783,576,640,667,447
2006,female,semiprivate,capital_city,764,670,662,557,671,447
2007,male,private,capital_city,641,706,682,0,674,447
2007,male,semiprivate,capital_city,661,738,663,631,675,447
